time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,file_name
0,1,386,64,1,2446.0,6489,203.87116658961318,rep2_FOV2
1,1,386,64,1,2417.0,6470,195.72534775888718,rep2_FOV2
2,1,386,64,1,2430.0,6398,183.65911222256955,rep2_FOV2
3,1,386,64,1,2448.0,6285,166.9035799522673,rep2_FOV2
4,1,386,64,1,2448.0,6172,144.45317563188593,rep2_FOV2
5,1,386,64,1,2439.0,5979,116.16942632547249,rep2_FOV2
6,1,386,64,1,2425.0,5773,98.58964143426294,rep2_FOV2
7,1,386,64,1,2439.0,5520,86.29836956521739,rep2_FOV2
8,1,386,64,1,2452.0,5446,78.93499816378994,rep2_FOV2
9,1,386,64,1,2438.0,5179,74.21046534079939,rep2_FOV2
10,1,386,64,1,2431.0,5197,72.40484895131807,rep2_FOV2
11,1,386,64,1,2457.0,5084,69.78383162863886,rep2_FOV2
12,1,386,64,1,2447.0,5022,68.46435682994823,rep2_FOV2
13,1,386,64,1,2450.0,4982,68.02609393817744,rep2_FOV2
14,1,386,64,1,2440.0,4942,67.20598947794416,rep2_FOV2
15,1,386,64,1,2431.0,4843,67.24344414619038,rep2_FOV2
16,1,386,64,1,2443.0,4963,68.5559137618376,rep2_FOV2
17,1,386,64,1,2451.0,5138,72.90949785908914,rep2_FOV2
18,1,386,64,1,2438.0,5322,75.05505449079294,rep2_FOV2
19,1,386,64,1,2422.0,5339,75.53230942123993,rep2_FOV2
20,1,386,64,1,2445.0,5257,73.98820620125547,rep2_FOV2
0,2,110,71,1,2446.0,6422,106.34599813142323,rep2_FOV2
1,2,110,71,1,2436.0,6409,105.97129037291309,rep2_FOV2
2,2,110,71,1,2456.0,6609,124.03328794068695,rep2_FOV2
3,2,110,71,1,2436.0,6729,137.70723733095556,rep2_FOV2
4,2,110,71,1,2443.0,6736,139.9541270783848,rep2_FOV2
5,2,110,71,1,2447.0,6519,112.95704862709005,rep2_FOV2
6,2,110,71,1,2438.0,6227,95.81419624217119,rep2_FOV2
7,2,110,71,1,2453.0,6042,84.20671962926184,rep2_FOV2
8,2,110,71,1,2439.0,5854,78.63085070037582,rep2_FOV2
9,2,110,71,1,2465.0,5837,75.12814802124379,rep2_FOV2
10,2,110,71,1,2442.0,5626,70.69249911126911,rep2_FOV2
11,2,110,71,1,2454.0,5416,68.51550960118169,rep2_FOV2
12,2,110,71,1,2434.0,5284,65.73732021196064,rep2_FOV2
13,2,110,71,1,2463.0,5301,66.35823429541595,rep2_FOV2
14,2,110,71,1,2451.0,5271,65.77082147600076,rep2_FOV2
15,2,110,71,1,2453.0,5143,65.91930779700564,rep2_FOV2
16,2,110,71,1,2450.0,5278,66.28988253126184,rep2_FOV2
17,2,110,71,1,2434.0,5182,65.2157468159012,rep2_FOV2
18,2,110,71,1,2461.0,5393,67.71036528833673,rep2_FOV2
19,2,110,71,1,2439.0,5418,66.47046880767812,rep2_FOV2
20,2,110,71,1,2436.0,5517,67.82689867681711,rep2_FOV2
0,3,231,77,1,2490.0,5072,66.2048501577287,rep2_FOV2
1,3,231,77,1,2491.0,5160,66.1718992248062,rep2_FOV2
2,3,231,77,1,2513.0,5337,71.06183249016301,rep2_FOV2
3,3,231,77,1,2503.0,6114,109.8156689564933,rep2_FOV2
4,3,231,77,1,2498.0,6408,145.53729712858927,rep2_FOV2
5,3,231,77,1,2509.0,6274,124.53665922856231,rep2_FOV2
6,3,231,77,1,2519.0,6195,109.49669087974172,rep2_FOV2
7,3,231,77,1,2497.0,6127,106.58821609270443,rep2_FOV2
8,3,231,77,1,2498.0,6145,109.14190398698129,rep2_FOV2
9,3,231,77,1,2508.0,6211,106.59233617774916,rep2_FOV2
10,3,231,77,1,2522.0,6038,98.5520039748261,rep2_FOV2
11,3,231,77,1,2506.0,5872,90.38521798365123,rep2_FOV2
12,3,231,77,1,2500.0,5743,82.91868361483546,rep2_FOV2
13,3,231,77,1,2475.0,5701,79.1755832310121,rep2_FOV2
14,3,231,77,1,2495.0,5582,76.90791830884987,rep2_FOV2
15,3,231,77,1,2492.0,5548,75.9098774333093,rep2_FOV2
16,3,231,77,1,2514.0,5394,72.90545050055617,rep2_FOV2
17,3,231,77,1,2499.0,5406,72.94450610432852,rep2_FOV2
18,3,231,77,1,2520.0,5350,72.10280373831776,rep2_FOV2
19,3,231,77,1,2488.0,5431,71.54851776836678,rep2_FOV2
20,3,231,77,1,2490.0,5477,74.04473251780172,rep2_FOV2
0,4,539,113,1,2387.0,4712,76.1116298811545,rep2_FOV2
1,4,539,113,1,2396.0,4621,70.92793767582775,rep2_FOV2
2,4,539,113,1,2385.0,4551,71.03977147879587,rep2_FOV2
3,4,539,113,1,2403.0,4509,70.04435573297849,rep2_FOV2
4,4,539,113,1,2383.0,4849,81.10435141266241,rep2_FOV2
5,4,539,113,1,2400.0,4798,78.3042934556065,rep2_FOV2
6,4,539,113,1,2384.0,4726,75.00211595429539,rep2_FOV2
7,4,539,113,1,2368.0,4598,72.3871248368856,rep2_FOV2
8,4,539,113,1,2386.0,4459,69.9441578829334,rep2_FOV2
9,4,539,113,1,2403.0,4549,70.13827214772478,rep2_FOV2
10,4,539,113,1,2395.0,4470,68.00380313199105,rep2_FOV2
11,4,539,113,1,2386.0,4352,67.39613970588235,rep2_FOV2
12,4,539,113,1,2403.0,4275,67.96701754385965,rep2_FOV2
13,4,539,113,1,2402.0,4322,65.56571031929663,rep2_FOV2
14,4,539,113,1,2406.0,4471,67.86132856184298,rep2_FOV2
15,4,539,113,1,2364.0,4653,71.60176230388997,rep2_FOV2
16,4,539,113,1,2387.0,4564,72.29776511831727,rep2_FOV2
17,4,539,113,1,2396.0,4535,70.63417861080485,rep2_FOV2
18,4,539,113,1,2400.0,4466,69.7333184057322,rep2_FOV2
19,4,539,113,1,2406.0,4638,73.13346269943942,rep2_FOV2
20,4,539,113,1,2379.0,4710,76.04607218683651,rep2_FOV2
0,5,363,218,1,2655.0,6019,122.7363349393587,rep2_FOV2
1,5,363,218,1,2670.0,5997,114.89211272302818,rep2_FOV2
2,5,363,218,1,2686.0,5822,109.0501545860529,rep2_FOV2
3,5,363,218,1,2679.0,5933,111.63627170065735,rep2_FOV2
4,5,363,218,1,2655.0,5907,108.36702217707804,rep2_FOV2
5,5,363,218,1,2684.0,5710,95.15814360770578,rep2_FOV2
6,5,363,218,1,2683.0,5606,84.82358187656082,rep2_FOV2
7,5,363,218,1,2703.0,5361,78.37306472673009,rep2_FOV2
8,5,363,218,1,2657.0,5174,73.2816003092385,rep2_FOV2
9,5,363,218,1,2661.0,5125,70.78360975609756,rep2_FOV2
10,5,363,218,1,2666.0,5078,68.52304056715242,rep2_FOV2
11,5,363,218,1,2669.0,4962,68.27106005642887,rep2_FOV2
12,5,363,218,1,2665.0,4924,67.69415109666937,rep2_FOV2
13,5,363,218,1,2688.0,5019,70.74696154612472,rep2_FOV2
14,5,363,218,1,2671.0,4887,68.24063842848373,rep2_FOV2
15,5,363,218,1,2661.0,4948,68.21160064672596,rep2_FOV2
16,5,363,218,1,2671.0,5035,68.75650446871897,rep2_FOV2
17,5,363,218,1,2677.0,4943,68.15476431317013,rep2_FOV2
18,5,363,218,1,2663.0,4826,67.18566100290096,rep2_FOV2
19,5,363,218,1,2666.0,4924,68.67526401299756,rep2_FOV2
20,5,363,218,1,2643.0,4922,68.25091426249492,rep2_FOV2
0,6,113,246,1,2553.0,4777,65.57358174586561,rep2_FOV2
1,6,113,246,1,2568.0,5347,77.04394987843651,rep2_FOV2
2,6,113,246,1,2549.0,5819,96.71232170476027,rep2_FOV2
3,6,113,246,1,2561.0,6105,114.71711711711711,rep2_FOV2
4,6,113,246,1,2552.0,6039,113.50554727603908,rep2_FOV2
5,6,113,246,1,2556.0,5832,96.76354595336076,rep2_FOV2
6,6,113,246,1,2551.0,5782,89.78744379107576,rep2_FOV2
7,6,113,246,1,2530.0,5550,80.31765765765766,rep2_FOV2
8,6,113,246,1,2558.0,5334,77.1636670416198,rep2_FOV2
9,6,113,246,1,2559.0,5376,73.01841517857143,rep2_FOV2
10,6,113,246,1,2573.0,5380,71.58085501858736,rep2_FOV2
11,6,113,246,1,2560.0,5013,69.9343706363455,rep2_FOV2
12,6,113,246,1,2529.0,5104,69.98687304075236,rep2_FOV2
