time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,number_of_mRNA_in_nucleus,number_of_mRNA_in_cytoplasm,number_of_transcription_sites,file_name
0,1,485,53,1,2222.0,6654,179.20108205590623,1,9,1,rep2_FOV1
1,1,485,53,1,2238.0,6564,167.64731870810482,2,8,0,rep2_FOV1
2,1,485,53,1,2215.0,6435,146.8742812742813,1,4,0,rep2_FOV1
3,1,485,53,1,2245.0,6276,125.43945188017845,1,3,0,rep2_FOV1
4,1,485,53,1,2242.0,6099,108.62157730775537,3,4,1,rep2_FOV1
5,1,485,53,1,2247.0,5933,94.2216416652621,2,3,1,rep2_FOV1
6,1,485,53,1,2224.0,5672,83.85595909732017,2,2,0,rep2_FOV1
7,1,485,53,1,2234.0,5534,76.31297434044092,2,3,0,rep2_FOV1
8,1,485,53,1,2218.0,5367,74.66089062791131,1,1,0,rep2_FOV1
9,1,485,53,1,2230.0,5224,71.12078866768759,0,1,0,rep2_FOV1
10,1,485,53,1,2219.0,5320,70.31541353383459,0,2,0,rep2_FOV1
11,1,485,53,1,2238.0,5214,69.67836593785961,0,0,0,rep2_FOV1
12,1,485,53,1,2247.0,5069,67.58966265535608,0,0,0,rep2_FOV1
13,1,485,53,1,2216.0,5121,67.94102714313611,0,0,0,rep2_FOV1
14,1,485,53,1,2229.0,5043,66.37001784651993,0,0,0,rep2_FOV1
15,1,485,53,1,2229.0,5011,66.16244262622232,1,0,0,rep2_FOV1
16,1,485,53,1,2218.0,4806,65.32251352476072,0,1,1,rep2_FOV1
17,1,485,53,1,2208.0,5050,66.2790099009901,2,4,1,rep2_FOV1
18,1,485,53,1,2234.0,5208,70.13056835637481,3,4,0,rep2_FOV1
19,1,485,53,1,2230.0,5216,69.85141871165644,1,7,1,rep2_FOV1
20,1,485,53,1,2212.0,5269,71.84759916492693,1,4,1,rep2_FOV1
0,2,583,96,1,2555.0,4815,66.49740394600208,0,0,0,rep2_FOV1
1,2,583,96,1,2562.0,4813,66.77893205900686,0,0,1,rep2_FOV1
2,2,583,96,1,2550.0,4946,67.87161342498989,0,1,1,rep2_FOV1
3,2,583,96,1,2573.0,5360,78.1311567164179,2,7,0,rep2_FOV1
4,2,583,96,1,2556.0,5705,97.92357581069237,1,8,1,rep2_FOV1
5,2,583,96,1,2559.0,5629,88.97335228282111,3,8,0,rep2_FOV1
6,2,583,96,1,2551.0,5482,81.4573148485954,2,3,0,rep2_FOV1
7,2,583,96,1,2560.0,5254,77.01960411115341,2,1,1,rep2_FOV1
8,2,583,96,1,2551.0,5324,77.19703230653644,2,6,1,rep2_FOV1
9,2,583,96,1,2544.0,5370,79.907635009311,4,3,0,rep2_FOV1
10,2,583,96,1,2570.0,5423,79.59376728747925,3,7,0,rep2_FOV1
11,2,583,96,1,2562.0,5303,77.07373184989629,3,3,0,rep2_FOV1
12,2,583,96,1,2568.0,5279,74.59746164046221,1,3,0,rep2_FOV1
13,2,583,96,1,2573.0,5053,73.7993271323966,0,1,0,rep2_FOV1
14,2,583,96,1,2554.0,5080,70.78149606299213,0,1,0,rep2_FOV1
15,2,583,96,1,2555.0,5004,70.12190247801759,0,1,1,rep2_FOV1
