time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,file_name,number_of_mRNA_in_nucleus,number_of_mRNA_in_cytoplasm
2,5,65,232,1,2499.0,5520,81.29384057971015,rep2_FOV5,0,0
3,5,65,232,1,2499.0,5426,80.0423884998157,rep2_FOV5,1,7
4,5,65,232,1,2502.0,5486,76.96244987240247,rep2_FOV5,0,0
5,5,65,232,1,2483.0,5364,75.81636838180462,rep2_FOV5,2,3
6,5,65,232,1,2490.0,5251,73.32051037897543,rep2_FOV5,0,0
7,5,65,232,1,2487.0,5104,70.50333072100314,rep2_FOV5,0,0
8,5,65,232,1,2493.0,4958,67.86163775716014,rep2_FOV5,5,9
9,5,65,232,1,2502.0,5112,67.67996870109546,rep2_FOV5,3,7
10,5,65,232,1,2489.0,5591,81.668753353604,rep2_FOV5,0,0
11,5,65,232,1,2486.0,5939,105.52971880788012,rep2_FOV5,0,0
12,5,65,232,1,2481.0,6173,128.2078405961445,rep2_FOV5,0,0
13,5,65,232,1,2519.0,6325,146.06877470355732,rep2_FOV5,3,9
14,5,65,232,1,2489.0,6334,154.5041048310704,rep2_FOV5,0,0
15,5,65,232,1,2465.0,6324,154.45888678051867,rep2_FOV5,2,6
16,5,65,232,1,2514.0,6288,146.35464376590332,rep2_FOV5,0,0
17,5,65,232,1,2481.0,6190,131.5177705977383,rep2_FOV5,0,0
18,5,65,232,1,2483.0,6094,120.64112241549064,rep2_FOV5,1,6
19,5,65,232,1,2501.0,6053,110.5934247480588,rep2_FOV5,1,4
20,5,65,232,1,2490.0,5921,101.19202837358554,rep2_FOV5,0,0
0,6,343,301,1,2439.0,6401,149.25808467426964,rep2_FOV5,0,0
1,6,343,301,1,2429.0,6400,144.043125,rep2_FOV5,0,0
2,6,343,301,1,2442.0,6266,132.12001276731567,rep2_FOV5,3,5
3,6,343,301,1,2419.0,6222,123.2875281260045,rep2_FOV5,0,0
4,6,343,301,1,2437.0,6118,116.57960117685518,rep2_FOV5,2,6
5,6,343,301,0,0.0,0,0.0,rep2_FOV5,0,0
6,6,343,301,0,0.0,0,0.0,rep2_FOV5,0,0
7,6,343,301,0,0.0,0,0.0,rep2_FOV5,0,0
8,6,343,301,0,0.0,0,0.0,rep2_FOV5,3,7
9,6,343,301,0,0.0,0,0.0,rep2_FOV5,0,0
10,6,343,301,0,0.0,0,0.0,rep2_FOV5,0,0
11,6,343,301,0,0.0,0,0.0,rep2_FOV5,0,0
12,6,343,301,0,0.0,0,0.0,rep2_FOV5,0,0
13,6,343,301,0,0.0,0,0.0,rep2_FOV5,0,0
14,6,343,301,0,0.0,0,0.0,rep2_FOV5,3,5
15,6,343,301,0,0.0,0,0.0,rep2_FOV5,0,0
16,6,343,301,0,0.0,0,0.0,rep2_FOV5,0,0
17,6,343,301,0,0.0,0,0.0,rep2_FOV5,0,0
18,6,343,301,0,0.0,0,0.0,rep2_FOV5,2,7
19,6,343,301,0,0.0,0,0.0,rep2_FOV5,0,0
20,6,343,301,0,0.0,0,0.0,rep2_FOV5,0,0
0,7,595,324,1,2376.0,6223,98.72778402699664,rep2_FOV5,0,0
1,7,595,324,1,2380.0,6125,94.81567346938776,rep2_FOV5,0,0
2,7,595,324,1,2383.0,5986,88.60775141997995,rep2_FOV5,0,0
3,7,595,324,1,2373.0,5743,79.29897266237158,rep2_FOV5,2,6
4,7,595,324,1,2377.0,5585,73.99946284691137,rep2_FOV5,0,0
5,7,595,324,1,2367.0,5793,77.39720352149145,rep2_FOV5,0,0
6,7,595,324,1,2381.0,6005,90.01448792672772,rep2_FOV5,0,0
7,7,595,324,1,2362.0,6093,93.66469719350074,rep2_FOV5,1,5
8,7,595,324,1,2381.0,6187,95.54840795215776,rep2_FOV5,0,0
9,7,595,324,1,2377.0,6018,88.83599202392821,rep2_FOV5,0,0
10,7,595,324,0,0.0,0,0.0,rep2_FOV5,0,0
11,7,595,324,0,0.0,0,0.0,rep2_FOV5,0,0
12,7,595,324,0,0.0,0,0.0,rep2_FOV5,0,0
13,7,595,324,0,0.0,0,0.0,rep2_FOV5,1,5
14,7,595,324,0,0.0,0,0.0,rep2_FOV5,0,0
15,7,595,324,0,0.0,0,0.0,rep2_FOV5,0,0
16,7,595,324,0,0.0,0,0.0,rep2_FOV5,0,0
17,7,595,324,0,0.0,0,0.0,rep2_FOV5,1,5
18,7,595,324,0,0.0,0,0.0,rep2_FOV5,0,0
19,7,595,324,0,0.0,0,0.0,rep2_FOV5,0,0
20,7,595,324,0,0.0,0,0.0,rep2_FOV5,0,0
0,8,390,420,1,2548.0,5471,92.96435752147688,rep2_FOV5,0,0
1,8,390,420,1,2559.0,5290,84.5179584120983,rep2_FOV5,0,0
2,8,390,420,1,2535.0,5293,83.63385603627432,rep2_FOV5,1,4
3,8,390,420,1,2553.0,5717,110.73412629001224,rep2_FOV5,0,0
4,8,390,420,1,2548.0,5955,131.65910999160369,rep2_FOV5,0,0
5,8,390,420,1,2564.0,5886,131.13285762827047,rep2_FOV5,0,0
6,8,390,420,1,2560.0,5865,125.79590792838874,rep2_FOV5,0,3
7,8,390,420,1,2545.0,5759,118.92637610696302,rep2_FOV5,0,0
8,8,390,420,1,2565.0,5739,112.69245513155602,rep2_FOV5,0,0
9,8,390,420,1,2549.0,5648,103.06975920679886,rep2_FOV5,0,0
10,8,390,420,0,0.0,0,0.0,rep2_FOV5,0,0
11,8,390,420,0,0.0,0,0.0,rep2_FOV5,0,0
12,8,390,420,0,0.0,0,0.0,rep2_FOV5,3,6
13,8,390,420,0,0.0,0,0.0,rep2_FOV5,0,0
14,8,390,420,0,0.0,0,0.0,rep2_FOV5,0,0
15,8,390,420,0,0.0,0,0.0,rep2_FOV5,0,0
16,8,390,420,0,0.0,0,0.0,rep2_FOV5,0,1
17,8,390,420,0,0.0,0,0.0,rep2_FOV5,0,0
18,8,390,420,0,0.0,0,0.0,rep2_FOV5,0,0
19,8,390,420,0,0.0,0,0.0,rep2_FOV5,0,0
20,8,390,420,0,0.0,0,0.0,rep2_FOV5,0,0
0,9,448,535,1,2390.0,5645,65.15465013286094,rep2_FOV5,0,0
1,9,448,535,1,2386.0,5954,70.94440712126301,rep2_FOV5,2,3
2,9,448,535,1,2402.0,6094,73.71234000656384,rep2_FOV5,0,0
3,9,448,535,1,2410.0,6101,73.63596131781675,rep2_FOV5,0,0
4,9,448,535,1,2408.0,6151,73.53974963420582,rep2_FOV5,0,0
5,9,448,535,1,2396.0,5983,68.62594016379742,rep2_FOV5,0,0
6,9,448,535,1,2377.0,5958,69.84474655924807,rep2_FOV5,0,0
7,9,448,535,1,2401.0,6252,77.3486884197057,rep2_FOV5,0,0
8,9,448,535,1,2386.0,6428,80.51742377100187,rep2_FOV5,0,0
9,9,448,535,1,2407.0,6726,98.48126672613738,rep2_FOV5,0,0
10,9,448,535,1,2380.0,7026,124.57472245943636,rep2_FOV5,0,0
11,9,448,535,1,2395.0,7210,149.65381414701804,rep2_FOV5,3,8
12,9,448,535,1,2392.0,7250,151.2921379310345,rep2_FOV5,0,0
13,9,448,535,0,0.0,0,0.0,rep2_FOV5,0,0
14,9,448,535,0,0.0,0,0.0,rep2_FOV5,0,0
15,9,448,535,0,0.0,0,0.0,rep2_FOV5,0,2
16,9,448,535,0,0.0,0,0.0,rep2_FOV5,0,0
17,9,448,535,0,0.0,0,0.0,rep2_FOV5,0,0
18,9,448,535,0,0.0,0,0.0,rep2_FOV5,0,0
19,9,448,535,0,0.0,0,0.0,rep2_FOV5,0,0
20,9,448,535,0,0.0,0,0.0,rep2_FOV5,0,0
0,10,218,551,1,2209.0,5525,79.30841628959276,rep2_FOV5,1,2
1,10,218,551,1,2233.0,5464,80.62646412884334,rep2_FOV5,0,4
2,10,218,551,1,2197.0,5482,80.11400948558921,rep2_FOV5,0,0
3,10,218,551,1,2227.0,5573,83.785034990131,rep2_FOV5,3,13
4,10,218,551,1,2206.0,5494,81.04040771751,rep2_FOV5,0,0
5,10,218,551,1,2227.0,5416,80.14180206794683,rep2_FOV5,0,2
6,10,218,551,0,0.0,0,0.0,rep2_FOV5,2,2
7,10,218,551,0,0.0,0,0.0,rep2_FOV5,2,2
8,10,218,551,0,0.0,0,0.0,rep2_FOV5,1,4
9,10,218,551,0,0.0,0,0.0,rep2_FOV5,0,3
10,10,218,551,0,0.0,0,0.0,rep2_FOV5,2,2
11,10,218,551,0,0.0,0,0.0,rep2_FOV5,2,7
12,10,218,551,0,0.0,0,0.0,rep2_FOV5,0,0
13,10,218,551,0,0.0,0,0.0,rep2_FOV5,0,2
14,10,218,551,0,0.0,0,0.0,rep2_FOV5,3,5
15,10,218,551,0,0.0,0,0.0,rep2_FOV5,0,2
16,10,218,551,0,0.0,0,0.0,rep2_FOV5,0,1
17,10,218,551,0,0.0,0,0.0,rep2_FOV5,1,2
18,10,218,551,0,0.0,0,0.0,rep2_FOV5,4,5
19,10,218,551,0,0.0,0,0.0,rep2_FOV5,2,3
20,10,218,551,0,0.0,0,0.0,rep2_FOV5,2,4
0,1,103,135,1,2640.0,6240,77.32772435897436,rep2_FOV4,1,1
1,1,103,135,1,2667.0,6247,77.33840243316791,rep2_FOV4,1,2
2,1,103,135,1,2680.0,6290,76.89189189189189,rep2_FOV4,1,1
3,1,103,135,1,2675.0,6220,75.11720257234727,rep2_FOV4,3,4
4,1,103,135,1,2662.0,6364,78.4566310496543,rep2_FOV4,2,6
5,1,103,135,1,2673.0,6515,83.639907904835,rep2_FOV4,3,10
6,1,103,135,1,2658.0,6638,89.38159084061465,rep2_FOV4,4,10
7,1,103,135,1,2669.0,6696,93.45624253285544,rep2_FOV4,1,2
8,1,103,135,1,2671.0,6668,90.69616076784644,rep2_FOV4,2,3
9,1,103,135,1,2683.0,6524,86.14730226854691,rep2_FOV4,1,2
10,1,103,135,1,2650.0,6370,80.92354788069073,rep2_FOV4,1,1
11,1,103,135,1,2670.0,6277,79.19945833997133,rep2_FOV4,4,6
12,1,103,135,1,2668.0,6243,75.54557103956431,rep2_FOV4,2,7
13,1,103,135,1,2651.0,5965,71.32841575859179,rep2_FOV4,4,7
14,1,103,135,0,0.0,0,0.0,rep2_FOV4,1,6
15,1,103,135,0,0.0,0,0.0,rep2_FOV4,2,3
16,1,103,135,0,0.0,0,0.0,rep2_FOV4,1,1
17,1,103,135,0,0.0,0,0.0,rep2_FOV4,0,0
18,1,103,135,0,0.0,0,0.0,rep2_FOV4,1,1
19,1,103,135,0,0.0,0,0.0,rep2_FOV4,3,8
20,1,103,135,0,0.0,0,0.0,rep2_FOV4,0,1
0,2,503,210,1,2336.0,5964,132.7562038900067,rep2_FOV4,2,6
1,2,503,210,1,2355.0,5820,118.74725085910652,rep2_FOV4,5,15
2,2,503,210,1,2334.0,5564,102.14629762760605,rep2_FOV4,1,3
3,2,503,210,1,2337.0,5577,94.55979917518378,rep2_FOV4,1,3
4,2,503,210,1,2348.0,5561,95.69250134867828,rep2_FOV4,0,0
5,2,503,210,1,2346.0,5414,90.51366826745476,rep2_FOV4,1,2
6,2,503,210,1,2341.0,5350,82.90598130841121,rep2_FOV4,2,5
7,2,503,210,1,2332.0,5195,78.36438883541867,rep2_FOV4,0,2
8,2,503,210,1,2359.0,5001,73.21755648870226,rep2_FOV4,3,4
9,2,503,210,1,2344.0,5111,75.6615143807474,rep2_FOV4,3,13
10,2,503,210,1,2348.0,5331,83.85781279309698,rep2_FOV4,1,2
11,2,503,210,1,2350.0,5661,99.92527821939586,rep2_FOV4,0,0
12,2,503,210,1,2354.0,5644,101.4454287739192,rep2_FOV4,0,0
13,2,503,210,0,0.0,0,0.0,rep2_FOV4,2,3
14,2,503,210,0,0.0,0,0.0,rep2_FOV4,3,6
15,2,503,210,0,0.0,0,0.0,rep2_FOV4,0,0
16,2,503,210,0,0.0,0,0.0,rep2_FOV4,2,4
17,2,503,210,0,0.0,0,0.0,rep2_FOV4,3,10
18,2,503,210,0,0.0,0,0.0,rep2_FOV4,2,2
19,2,503,210,0,0.0,0,0.0,rep2_FOV4,0,0
20,2,503,210,0,0.0,0,0.0,rep2_FOV4,0,0
0,3,317,275,1,2562.0,5006,69.08190171793848,rep2_FOV4,3,6
1,3,317,275,1,2585.0,5197,67.08581874158168,rep2_FOV4,3,6
2,3,317,275,1,2575.0,5087,68.25299783762532,rep2_FOV4,1,1
3,3,317,275,1,2564.0,5693,83.79729492359037,rep2_FOV4,1,4
4,3,317,275,1,2568.0,6034,104.43321179980111,rep2_FOV4,2,8
5,3,317,275,1,2581.0,6171,118.38940204180844,rep2_FOV4,1,4
6,3,317,275,1,2564.0,6166,116.20742783003568,rep2_FOV4,0,0
7,3,317,275,1,2567.0,6151,108.95057714192814,rep2_FOV4,0,0
8,3,317,275,1,2581.0,5967,101.6232612703201,rep2_FOV4,5,7
9,3,317,275,1,2577.0,6076,105.47975641869652,rep2_FOV4,2,3
10,3,317,275,1,2565.0,6120,110.38055555555556,rep2_FOV4,2,4
11,3,317,275,1,2573.0,6076,108.0571099407505,rep2_FOV4,1,3
12,3,317,275,1,2561.0,6140,111.75944625407166,rep2_FOV4,2,7
13,3,317,275,1,2568.0,6136,112.32073011734028,rep2_FOV4,3,4
14,3,317,275,1,2580.0,6043,103.07992718848254,rep2_FOV4,0,0
15,3,317,275,1,2554.0,5834,96.17363729859444,rep2_FOV4,0,0
16,3,317,275,0,0.0,0,0.0,rep2_FOV4,3,4
17,3,317,275,0,0.0,0,0.0,rep2_FOV4,1,1
18,3,317,275,0,0.0,0,0.0,rep2_FOV4,2,4
19,3,317,275,0,0.0,0,0.0,rep2_FOV4,2,4
20,3,317,275,0,0.0,0,0.0,rep2_FOV4,0,8
0,4,183,299,1,2484.0,5862,113.80825656772431,rep2_FOV4,1,2
1,4,183,299,1,2470.0,6130,149.05171288743884,rep2_FOV4,0,0
2,4,183,299,1,2473.0,6216,155.9163449163449,rep2_FOV4,0,0
3,4,183,299,1,2476.0,6085,148.28940016433853,rep2_FOV4,1,2
4,4,183,299,1,2463.0,6115,149.1653311529027,rep2_FOV4,1,1
5,4,183,299,1,2490.0,6087,148.9773287333662,rep2_FOV4,3,9
6,4,183,299,1,2501.0,6236,179.16661321359845,rep2_FOV4,3,5
7,4,183,299,1,2496.0,6424,221.12702366127024,rep2_FOV4,0,5
8,4,183,299,1,2475.0,6505,231.67548039969253,rep2_FOV4,0,3
9,4,183,299,1,2463.0,6446,229.4956562209122,rep2_FOV4,0,0
10,4,183,299,1,2471.0,6357,209.34056945099888,rep2_FOV4,0,0
11,4,183,299,1,2501.0,6291,182.32236528373863,rep2_FOV4,0,2
12,4,183,299,1,2486.0,6121,154.73746119915046,rep2_FOV4,1,1
13,4,183,299,1,2485.0,5985,131.52882205513785,rep2_FOV4,0,5
14,4,183,299,1,2487.0,5828,118.32824296499656,rep2_FOV4,2,5
15,4,183,299,1,2475.0,5865,117.16538789428814,rep2_FOV4,0,4
16,4,183,299,1,2465.0,5967,130.79302832244008,rep2_FOV4,0,0
17,4,183,299,0,0.0,0,0.0,rep2_FOV4,0,0
18,4,183,299,0,0.0,0,0.0,rep2_FOV4,0,0
19,4,183,299,0,0.0,0,0.0,rep2_FOV4,0,0
20,4,183,299,0,0.0,0,0.0,rep2_FOV4,1,1
0,5,576,335,1,2538.0,4947,65.36446331109764,rep2_FOV4,0,0
1,5,576,335,1,2550.0,4545,65.43762376237623,rep2_FOV4,1,3
2,5,576,335,1,2550.0,4937,67.29653635811222,rep2_FOV4,2,6
3,5,576,335,1,2545.0,5195,71.46467757459095,rep2_FOV4,0,0
4,5,576,335,1,2547.0,5332,75.59883720930233,rep2_FOV4,0,0
5,5,576,335,1,2553.0,5297,72.85765527657165,rep2_FOV4,0,0
6,5,576,335,1,2563.0,5266,71.46240030383593,rep2_FOV4,0,0
7,5,576,335,1,2568.0,5197,71.24552626515298,rep2_FOV4,0,0
8,5,576,335,1,2567.0,5294,73.40120891575368,rep2_FOV4,0,0
9,5,576,335,1,2538.0,5416,78.09804283604136,rep2_FOV4,1,1
10,5,576,335,1,2561.0,5422,79.06086315012911,rep2_FOV4,2,6
11,5,576,335,1,2542.0,5360,77.46772388059702,rep2_FOV4,1,1
12,5,576,335,1,2558.0,5322,73.68132281097331,rep2_FOV4,0,0
13,5,576,335,1,2546.0,5139,70.55594473633002,rep2_FOV4,2,2
14,5,576,335,1,2563.0,5052,67.44813935075217,rep2_FOV4,0,0
15,5,576,335,1,2549.0,5241,71.63823697767602,rep2_FOV4,0,0
16,5,576,335,0,0.0,0,0.0,rep2_FOV4,0,0
17,5,576,335,0,0.0,0,0.0,rep2_FOV4,3,4
18,5,576,335,0,0.0,0,0.0,rep2_FOV4,1,7
19,5,576,335,0,0.0,0,0.0,rep2_FOV4,1,2
20,5,576,335,0,0.0,0,0.0,rep2_FOV4,0,0
0,6,61,401,1,2349.0,5866,74.90947834981247,rep2_FOV4,2,3
1,6,61,401,1,2306.0,5811,74.99397694028566,rep2_FOV4,0,0
2,6,61,401,1,2323.0,5851,73.3698513074688,rep2_FOV4,0,0
3,6,61,401,1,2332.0,5787,75.17401071366857,rep2_FOV4,0,0
4,6,61,401,1,2316.0,5812,75.30609084652443,rep2_FOV4,0,0
5,6,61,401,1,2328.0,5773,73.49194526242854,rep2_FOV4,2,7
6,6,61,401,0,0.0,0,0.0,rep2_FOV4,0,0
7,6,61,401,0,0.0,0,0.0,rep2_FOV4,0,0
8,6,61,401,0,0.0,0,0.0,rep2_FOV4,1,1
9,6,61,401,0,0.0,0,0.0,rep2_FOV4,0,0
10,6,61,401,0,0.0,0,0.0,rep2_FOV4,0,0
11,6,61,401,0,0.0,0,0.0,rep2_FOV4,0,0
12,6,61,401,0,0.0,0,0.0,rep2_FOV4,0,0
13,6,61,401,0,0.0,0,0.0,rep2_FOV4,0,0
14,6,61,401,0,0.0,0,0.0,rep2_FOV4,0,0
15,6,61,401,0,0.0,0,0.0,rep2_FOV4,0,0
16,6,61,401,0,0.0,0,0.0,rep2_FOV4,0,0
17,6,61,401,0,0.0,0,0.0,rep2_FOV4,1,2
18,6,61,401,0,0.0,0,0.0,rep2_FOV4,0,0
19,6,61,401,0,0.0,0,0.0,rep2_FOV4,0,0
20,6,61,401,0,0.0,0,0.0,rep2_FOV4,0,0
0,7,339,554,1,2587.0,5206,66.35363042643104,rep2_FOV4,0,0
1,7,339,554,1,2585.0,5371,69.45224353006888,rep2_FOV4,0,0
2,7,339,554,1,2571.0,5578,73.38884904983865,rep2_FOV4,0,0
3,7,339,554,1,2589.0,5591,76.07816133071007,rep2_FOV4,0,0
4,7,339,554,1,2595.0,5595,75.60250223413762,rep2_FOV4,5,7
5,7,339,554,1,2591.0,5481,70.14614121510674,rep2_FOV4,0,0
6,7,339,554,1,2584.0,5367,70.13620272032793,rep2_FOV4,0,0
7,7,339,554,1,2573.0,5103,67.30589849108368,rep2_FOV4,0,0
8,7,339,554,1,2590.0,5249,66.33758811202134,rep2_FOV4,0,0
9,7,339,554,1,2573.0,5058,65.59311981020166,rep2_FOV4,0,0
10,7,339,554,1,2566.0,5216,66.52588190184049,rep2_FOV4,0,0
11,7,339,554,1,2571.0,5124,65.64773614363779,rep2_FOV4,0,0
12,7,339,554,1,2598.0,5121,65.12868580355399,rep2_FOV4,2,4
13,7,339,554,1,2581.0,4943,64.80578595994335,rep2_FOV4,0,0
14,7,339,554,1,2572.0,5129,64.34821602651589,rep2_FOV4,0,0
15,7,339,554,1,2576.0,5018,66.9651255480271,rep2_FOV4,0,0
16,7,339,554,1,2592.0,5261,68.26800988405246,rep2_FOV4,0,0
17,7,339,554,0,0.0,0,0.0,rep2_FOV4,0,0
18,7,339,554,0,0.0,0,0.0,rep2_FOV4,0,0
19,7,339,554,0,0.0,0,0.0,rep2_FOV4,0,0
20,7,339,554,0,0.0,0,0.0,rep2_FOV4,6,8
0,8,236,571,1,2622.0,4839,71.52965488737343,rep2_FOV4,1,2
1,8,236,571,1,2606.0,4763,70.83308838967038,rep2_FOV4,3,5
2,8,236,571,1,2611.0,4848,69.4927805280528,rep2_FOV4,3,7
3,8,236,571,1,2619.0,4621,68.3302315516122,rep2_FOV4,1,1
4,8,236,571,1,2604.0,4773,69.37607374816677,rep2_FOV4,1,4
5,8,236,571,1,2607.0,4764,70.7103274559194,rep2_FOV4,0,0
6,8,236,571,1,2605.0,4830,72.39482401656315,rep2_FOV4,2,0
7,8,236,571,1,2602.0,5152,82.847049689441,rep2_FOV4,2,0
8,8,236,571,1,2592.0,5463,96.52333882482152,rep2_FOV4,0,0
9,8,236,571,1,2598.0,5537,98.24580097525735,rep2_FOV4,1,5
10,8,236,571,1,2607.0,5378,90.54871699516548,rep2_FOV4,2,9
11,8,236,571,1,2612.0,5230,86.1393881453155,rep2_FOV4,3,10
12,8,236,571,1,2611.0,5075,79.335960591133,rep2_FOV4,0,0
13,8,236,571,1,2606.0,5026,76.77676084361322,rep2_FOV4,2,4
14,8,236,571,1,2620.0,4865,72.29825282631037,rep2_FOV4,0,0
15,8,236,571,1,2615.0,4791,68.97370068879148,rep2_FOV4,2,0
16,8,236,571,1,2631.0,4521,66.63503649635037,rep2_FOV4,3,0
17,8,236,571,1,2626.0,4639,67.26126320327657,rep2_FOV4,0,0
18,8,236,571,1,2620.0,4908,72.60635696821515,rep2_FOV4,1,7
19,8,236,571,1,2605.0,5297,86.5157636397961,rep2_FOV4,4,10
20,8,236,571,1,2622.0,5589,107.1188047951333,rep2_FOV4,3,11
0,1,114,75,1,2492.0,5216,76.673504601227,rep2_FOV6,1,1
1,1,114,75,1,2485.0,5327,76.91439834803829,rep2_FOV6,2,2
2,1,114,75,1,2496.0,5686,91.39623637003166,rep2_FOV6,0,0
3,1,114,75,1,2500.0,5933,113.00438226866676,rep2_FOV6,3,0
4,1,114,75,1,2481.0,6014,120.4150315929498,rep2_FOV6,2,0
5,1,114,75,1,2510.0,6076,134.13989466754444,rep2_FOV6,2,0
6,1,114,75,1,2500.0,6173,144.2726389113883,rep2_FOV6,6,10
7,1,114,75,1,2495.0,6166,137.09325332468376,rep2_FOV6,3,8
8,1,114,75,1,2476.0,6049,126.73499752025128,rep2_FOV6,3,13
9,1,114,75,1,2495.0,5922,110.24383654170887,rep2_FOV6,3,3
10,1,114,75,1,2491.0,5797,101.60048300845264,rep2_FOV6,1,3
11,1,114,75,1,2496.0,5705,94.28010517090271,rep2_FOV6,0,0
12,1,114,75,1,2481.0,5646,89.31810131066241,rep2_FOV6,2,0
13,1,114,75,1,2465.0,5463,82.52516932088596,rep2_FOV6,2,0
14,1,114,75,1,2507.0,5349,79.26453542718265,rep2_FOV6,2,0
15,1,114,75,1,2488.0,5331,79.60345151003564,rep2_FOV6,2,7
16,1,114,75,1,2475.0,5606,87.46789154477345,rep2_FOV6,4,8
17,1,114,75,0,0.0,0,0.0,rep2_FOV6,2,9
18,1,114,75,0,0.0,0,0.0,rep2_FOV6,3,5
19,1,114,75,0,0.0,0,0.0,rep2_FOV6,2,5
20,1,114,75,0,0.0,0,0.0,rep2_FOV6,1,0
0,2,488,101,1,2409.0,5168,94.6969814241486,rep2_FOV6,3,0
1,2,488,101,1,2418.0,5486,120.15184104994532,rep2_FOV6,2,0
2,2,488,101,1,2387.0,5578,135.25331660093224,rep2_FOV6,3,0
3,2,488,101,1,2411.0,5607,140.74638844301765,rep2_FOV6,3,7
4,2,488,101,1,2416.0,5575,139.06008968609865,rep2_FOV6,0,0
5,2,488,101,0,0.0,0,0.0,rep2_FOV6,2,12
6,2,488,101,0,0.0,0,0.0,rep2_FOV6,2,4
7,2,488,101,0,0.0,0,0.0,rep2_FOV6,4,7
8,2,488,101,0,0.0,0,0.0,rep2_FOV6,1,0
9,2,488,101,0,0.0,0,0.0,rep2_FOV6,1,0
10,2,488,101,0,0.0,0,0.0,rep2_FOV6,4,0
11,2,488,101,0,0.0,0,0.0,rep2_FOV6,2,0
12,2,488,101,0,0.0,0,0.0,rep2_FOV6,2,10
13,2,488,101,0,0.0,0,0.0,rep2_FOV6,0,0
14,2,488,101,0,0.0,0,0.0,rep2_FOV6,4,6
15,2,488,101,0,0.0,0,0.0,rep2_FOV6,1,2
16,2,488,101,0,0.0,0,0.0,rep2_FOV6,4,6
17,2,488,101,0,0.0,0,0.0,rep2_FOV6,1,0
18,2,488,101,0,0.0,0,0.0,rep2_FOV6,2,0
19,2,488,101,0,0.0,0,0.0,rep2_FOV6,0,0
20,2,488,101,0,0.0,0,0.0,rep2_FOV6,3,0
0,3,204,174,1,2232.0,6272,126.81839923469389,rep2_FOV6,3,4
1,3,204,174,1,2243.0,6375,147.2409411764706,rep2_FOV6,0,0
2,3,204,174,1,2247.0,6500,164.74492307692307,rep2_FOV6,3,4
3,3,204,174,1,2233.0,6535,176.72517214996174,rep2_FOV6,1,1
4,3,204,174,1,2244.0,6580,181.70759878419452,rep2_FOV6,0,0
5,3,204,174,1,2230.0,6584,175.45534629404617,rep2_FOV6,2,0
6,3,204,174,1,2232.0,6447,150.0445168295331,rep2_FOV6,1,0
7,3,204,174,1,2230.0,6286,129.58606426980592,rep2_FOV6,0,0
8,3,204,174,1,2225.0,6209,121.09341278788855,rep2_FOV6,1,0
9,3,204,174,1,2237.0,6127,116.12208258527828,rep2_FOV6,2,5
10,3,204,174,0,0.0,0,0.0,rep2_FOV6,0,0
11,3,204,174,0,0.0,0,0.0,rep2_FOV6,2,4
12,3,204,174,0,0.0,0,0.0,rep2_FOV6,1,3
13,3,204,174,0,0.0,0,0.0,rep2_FOV6,0,0
14,3,204,174,0,0.0,0,0.0,rep2_FOV6,3,0
15,3,204,174,0,0.0,0,0.0,rep2_FOV6,0,0
16,3,204,174,0,0.0,0,0.0,rep2_FOV6,0,0
17,3,204,174,0,0.0,0,0.0,rep2_FOV6,0,0
18,3,204,174,0,0.0,0,0.0,rep2_FOV6,3,3
19,3,204,174,0,0.0,0,0.0,rep2_FOV6,0,0
20,3,204,174,0,0.0,0,0.0,rep2_FOV6,3,8
0,4,581,242,1,2680.0,6020,72.55897009966777,rep2_FOV6,3,5
1,4,581,242,1,2683.0,5940,69.3409090909091,rep2_FOV6,0,0
2,4,581,242,1,2687.0,5906,69.51981036234338,rep2_FOV6,1,0
3,4,581,242,1,2684.0,5866,67.78094101602454,rep2_FOV6,0,0
4,4,581,242,1,2669.0,5811,66.32954741008432,rep2_FOV6,0,0
5,4,581,242,1,2682.0,5863,68.48217636022514,rep2_FOV6,0,0
6,4,581,242,1,2695.0,5921,71.10555649383551,rep2_FOV6,1,2
7,4,581,242,1,2658.0,6070,70.72553542009885,rep2_FOV6,0,0
8,4,581,242,1,2686.0,6023,72.79063589573302,rep2_FOV6,0,0
9,4,581,242,1,2685.0,6033,71.94148848002652,rep2_FOV6,3,6
10,4,581,242,1,2671.0,6310,75.23026941362916,rep2_FOV6,0,0
11,4,581,242,1,2669.0,6461,84.3943661971831,rep2_FOV6,0,0
12,4,581,242,0,0.0,0,0.0,rep2_FOV6,0,0
13,4,581,242,0,0.0,0,0.0,rep2_FOV6,0,0
14,4,581,242,0,0.0,0,0.0,rep2_FOV6,0,0
15,4,581,242,0,0.0,0,0.0,rep2_FOV6,0,1
16,4,581,242,0,0.0,0,0.0,rep2_FOV6,0,0
17,4,581,242,0,0.0,0,0.0,rep2_FOV6,0,0
18,4,581,242,0,0.0,0,0.0,rep2_FOV6,0,1
19,4,581,242,0,0.0,0,0.0,rep2_FOV6,0,0
20,4,581,242,0,0.0,0,0.0,rep2_FOV6,0,0
0,5,73,277,1,2555.0,6133,80.45589434208381,rep2_FOV6,0,0
1,5,73,277,1,2563.0,6207,86.92669566618333,rep2_FOV6,0,0
2,5,73,277,1,2569.0,6315,91.25146476642914,rep2_FOV6,0,0
3,5,73,277,1,2543.0,6361,94.21018707750352,rep2_FOV6,1,1
