time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,number_of_mRNA_in_nucleus,number_of_mRNA_in_cytoplasm,number_of_transcription_sites,file_name
0,1,258,78,1,2668.0,6077,105.05529043936153,0,5,0,rep2_FOV4
1,1,258,78,1,2679.0,5986,98.64099565653191,0,4,0,rep2_FOV4
2,1,258,78,1,2698.0,5780,89.4318339100346,0,0,0,rep2_FOV4
3,1,258,78,1,2692.0,5704,82.6008064516129,2,1,1,rep2_FOV4
4,1,258,78,1,2682.0,5497,77.30507549572494,3,3,1,rep2_FOV4
5,1,258,78,1,2691.0,5535,77.63071364046974,1,1,1,rep2_FOV4
6,1,258,78,1,2699.0,5565,78.8219227313567,2,0,1,rep2_FOV4
7,1,258,78,1,2682.0,5574,82.09275206315034,2,5,0,rep2_FOV4
8,1,258,78,1,2705.0,5692,83.52740688685874,3,2,0,rep2_FOV4
9,1,258,78,1,2672.0,5640,82.40443262411347,4,2,1,rep2_FOV4
10,1,258,78,1,2687.0,5597,81.81168483115955,3,3,1,rep2_FOV4
11,1,258,78,1,2677.0,5869,91.98943601976487,3,8,1,rep2_FOV4
12,1,258,78,1,2693.0,6093,108.21335959297555,6,8,1,rep2_FOV4
13,1,258,78,1,2687.0,6154,113.8747156321092,6,11,0,rep2_FOV4
14,1,258,78,1,2689.0,6181,118.45025076848407,3,6,0,rep2_FOV4
15,1,258,78,1,2710.0,6097,112.54371002132196,2,4,1,rep2_FOV4
16,1,258,78,1,2688.0,6096,106.86729002624672,2,8,1,rep2_FOV4
17,1,258,78,1,2671.0,6049,105.26582906265499,2,4,0,rep2_FOV4
18,1,258,78,0,0.0,5322,71.50695227358136,0,0,1,rep2_FOV4
19,1,258,78,0,0.0,4728,65.22673434856176,0,0,1,rep2_FOV4
20,1,258,78,0,0.0,2042,61.385896180215475,0,0,0,rep2_FOV4
0,2,74,117,1,2871.0,6806,116.56832206876285,5,6,1,rep2_FOV4
1,2,74,117,1,2842.0,6871,122.95415514481152,3,11,1,rep2_FOV4
2,2,74,117,1,2882.0,7037,139.4760551371323,3,14,2,rep2_FOV4
3,2,74,117,1,2837.0,7087,157.78312402991392,2,14,2,rep2_FOV4
4,2,74,117,1,2842.0,7202,167.2359066925854,3,12,0,rep2_FOV4
5,2,74,117,1,2858.0,7123,156.65562263091394,3,10,0,rep2_FOV4
6,2,74,117,1,2863.0,7047,142.19228040300837,1,7,0,rep2_FOV4
7,2,74,117,1,2857.0,6811,119.28057553956835,3,4,1,rep2_FOV4
8,2,74,117,1,2865.0,6660,104.42672672672673,4,5,0,rep2_FOV4
9,2,74,117,1,2836.0,6640,99.35421686746987,1,6,1,rep2_FOV4
10,2,74,117,1,2867.0,6505,92.77140661029976,4,3,1,rep2_FOV4
11,2,74,117,1,2862.0,6505,94.05441967717141,3,7,1,rep2_FOV4
12,2,74,117,1,2847.0,6573,97.34276586033775,4,6,0,rep2_FOV4
13,2,74,117,1,2874.0,6549,96.04733547106429,2,5,0,rep2_FOV4
14,2,74,117,1,2867.0,6498,92.47368421052632,1,2,0,rep2_FOV4
15,2,74,117,1,2864.0,6305,85.10452022204599,0,1,0,rep2_FOV4
16,2,74,117,1,2863.0,6135,78.11263243683781,0,0,0,rep2_FOV4
17,2,74,117,1,2842.0,5995,73.43369474562135,0,0,0,rep2_FOV4
18,2,74,117,1,2869.0,5860,71.7023890784983,0,0,0,rep2_FOV4
19,2,74,117,1,2846.0,5823,70.91138588356517,5,4,1,rep2_FOV4
20,2,74,117,1,2848.0,6219,82.28396848367905,5,7,1,rep2_FOV4
0,3,458,194,1,2735.0,5894,106.29267051238547,2,7,1,rep2_FOV4
1,3,458,194,1,2705.0,5870,109.28943781942078,1,7,1,rep2_FOV4
2,3,458,194,1,2719.0,5898,109.05357748389285,3,6,0,rep2_FOV4
3,3,458,194,1,2706.0,5867,106.58326231464122,2,3,0,rep2_FOV4
4,3,458,194,1,2726.0,5807,100.03134148441536,0,4,0,rep2_FOV4
5,3,458,194,1,2715.0,5672,93.55042313117066,0,1,0,rep2_FOV4
6,3,458,194,1,2721.0,5509,83.84098747504085,0,0,0,rep2_FOV4
7,3,458,194,1,2719.0,5364,76.1258389261745,0,0,0,rep2_FOV4
8,3,458,194,1,2708.0,5104,72.9819749216301,1,2,1,rep2_FOV4
9,3,458,194,1,2722.0,5176,73.2322256568779,3,0,1,rep2_FOV4
10,3,458,194,1,2713.0,5502,83.7631770265358,4,5,1,rep2_FOV4
11,3,458,194,1,2742.0,5806,104.392180502928,6,10,2,rep2_FOV4
12,3,458,194,1,2701.0,6041,119.54345307068367,3,11,1,rep2_FOV4
13,3,458,194,1,2738.0,6069,129.92667655297413,3,7,1,rep2_FOV4
14,3,458,194,1,2722.0,6079,128.283763776937,2,5,1,rep2_FOV4
15,3,458,194,1,2730.0,6071,125.77334870696755,5,8,1,rep2_FOV4
16,3,458,194,1,2694.0,6023,123.58575460733853,3,4,1,rep2_FOV4
17,3,458,194,1,2723.0,6023,120.58426033538105,2,6,0,rep2_FOV4
18,3,458,194,1,2690.0,5985,113.00852130325815,1,6,0,rep2_FOV4
19,3,458,194,1,2697.0,5764,99.77775850104095,0,2,0,rep2_FOV4
20,3,458,194,1,2731.0,5541,88.55224688684353,4,3,1,rep2_FOV4
0,4,292,204,1,2570.0,5499,83.30260047281324,0,0,0,rep2_FOV4
1,4,292,204,1,2573.0,5395,79.97924003707136,0,1,0,rep2_FOV4
2,4,292,204,1,2581.0,5286,77.96821793416572,0,0,1,rep2_FOV4
3,4,292,204,1,2558.0,5442,80.7859242925395,4,3,1,rep2_FOV4
4,4,292,204,1,2578.0,5626,91.00604337006754,1,8,0,rep2_FOV4
5,4,292,204,1,2557.0,5744,97.2449512534819,0,4,0,rep2_FOV4
6,4,292,204,1,2575.0,5751,96.68422882976874,0,2,0,rep2_FOV4
7,4,292,204,1,2560.0,5664,92.02718926553672,0,2,2,rep2_FOV4
8,4,292,204,1,2584.0,5901,103.52872394509406,2,12,1,rep2_FOV4
9,4,292,204,1,2550.0,5957,113.00016786973309,2,10,1,rep2_FOV4
10,4,292,204,1,2576.0,6095,122.80918785890074,1,5,0,rep2_FOV4
11,4,292,204,1,2572.0,5999,117.93132188698117,0,4,0,rep2_FOV4
12,4,292,204,1,2554.0,5932,108.7167902899528,1,5,1,rep2_FOV4
13,4,292,204,1,2553.0,5837,101.7923590885729,2,4,1,rep2_FOV4
14,4,292,204,1,2559.0,5856,102.32599043715847,3,5,1,rep2_FOV4
15,4,292,204,1,2564.0,5885,107.90858113848768,1,8,1,rep2_FOV4
16,4,292,204,1,2539.0,5992,114.9487650200267,1,6,0,rep2_FOV4
17,4,292,204,1,2557.0,5961,109.90672705921826,0,3,0,rep2_FOV4
18,4,292,204,1,2562.0,5852,102.24794941900205,2,3,1,rep2_FOV4
