time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,number_of_mRNA_in_nucleus,number_of_mRNA_in_cytoplasm,number_of_transcription_sites,file_name
0,1,363,52,1,2506.0,6044,108.60125744540039,1,7,1,rep2_FOV3
1,1,363,52,1,2515.0,6078,114.5728858177032,3,5,1,rep2_FOV3
2,1,363,52,1,2493.0,6263,125.37889190483794,4,8,2,rep2_FOV3
3,1,363,52,1,2513.0,6136,117.12728161668839,2,6,2,rep2_FOV3
4,1,363,52,1,2518.0,6024,111.20434926958832,2,4,0,rep2_FOV3
5,1,363,52,1,2523.0,5835,99.82759211653813,5,3,0,rep2_FOV3
6,1,363,52,1,2508.0,5793,95.96116002071466,0,6,2,rep2_FOV3
7,1,363,52,1,2500.0,5908,104.75016926201761,0,7,2,rep2_FOV3
8,1,363,52,1,2506.0,6023,106.3187780175992,5,7,1,rep2_FOV3
9,1,363,52,1,2514.0,5964,108.08936955063716,6,4,2,rep2_FOV3
10,1,363,52,1,2509.0,6175,121.75708502024291,2,9,2,rep2_FOV3
11,1,363,52,1,2502.0,6380,139.5548589341693,5,12,3,rep2_FOV3
12,1,363,52,1,2518.0,6420,157.13785046728972,6,15,1,rep2_FOV3
13,1,363,52,1,2519.0,6480,156.31774691358024,4,15,0,rep2_FOV3
14,1,363,52,1,2510.0,6446,157.47967731926775,3,8,0,rep2_FOV3
15,1,363,52,1,2509.0,6381,144.13649898135088,1,7,0,rep2_FOV3
16,1,363,52,1,2502.0,6324,127.0814358001265,0,3,0,rep2_FOV3
17,1,363,52,1,2503.0,6049,112.3327822780625,1,4,1,rep2_FOV3
18,1,363,52,1,2513.0,5943,104.4228504122497,2,5,1,rep2_FOV3
19,1,363,52,1,2505.0,5895,96.95284139100933,2,3,0,rep2_FOV3
20,1,363,52,1,2510.0,5748,92.09777313848295,0,2,1,rep2_FOV3
0,2,73,69,1,2776.0,5827,107.18156856015102,3,7,1,rep2_FOV3
1,2,73,69,1,2768.0,5885,108.38334749362787,1,7,1,rep2_FOV3
2,2,73,69,1,2768.0,5897,111.309818551806,4,4,1,rep2_FOV3
3,2,73,69,1,2756.0,5937,112.51490651844365,1,8,2,rep2_FOV3
4,2,73,69,1,2753.0,5873,109.71615869232079,3,5,1,rep2_FOV3
5,2,73,69,1,2771.0,5826,110.29780295228286,3,6,0,rep2_FOV3
6,2,73,69,1,2756.0,5844,109.44592744695414,1,2,0,rep2_FOV3
7,2,73,69,1,2757.0,5800,107.32637931034483,0,8,0,rep2_FOV3
8,2,73,69,1,2771.0,5808,105.03529614325069,0,5,0,rep2_FOV3
9,2,73,69,1,2759.0,5667,94.74836774307394,0,2,0,rep2_FOV3
10,2,73,69,1,2751.0,5502,88.49581970192658,0,0,0,rep2_FOV3
11,2,73,69,1,2758.0,5428,82.19380987472366,0,1,0,rep2_FOV3
12,2,73,69,1,2777.0,5236,77.01413292589763,1,3,1,rep2_FOV3
13,2,73,69,1,2761.0,5640,87.57482269503546,3,2,1,rep2_FOV3
14,2,73,69,1,2766.0,5751,99.89880020865937,3,4,0,rep2_FOV3
15,2,73,69,1,2745.0,5749,101.49417289963472,1,3,0,rep2_FOV3
16,2,73,69,1,2759.0,5679,96.10706110230674,1,4,0,rep2_FOV3
17,2,73,69,1,2752.0,5665,92.36363636363636,1,3,0,rep2_FOV3
18,2,73,69,1,2770.0,5542,87.68765788523999,1,0,0,rep2_FOV3
19,2,73,69,1,2772.0,5343,80.83604716451431,0,1,0,rep2_FOV3
20,2,73,69,1,2763.0,5315,77.29633113828787,0,1,0,rep2_FOV3
0,3,566,95,1,2413.0,5388,83.1388270230141,0,1,0,rep2_FOV3
1,3,566,95,1,2429.0,5287,77.37261206733497,0,0,0,rep2_FOV3
2,3,566,95,0,0.0,0,0.0,0,0,0,rep2_FOV3
3,3,566,95,0,0.0,85,62.65882352941176,0,0,0,rep2_FOV3
4,3,566,95,0,0.0,0,0.0,0,0,0,rep2_FOV3
5,3,566,95,0,0.0,0,0.0,0,0,0,rep2_FOV3
6,3,566,95,0,0.0,0,0.0,0,0,0,rep2_FOV3
7,3,566,95,0,0.0,0,0.0,0,0,0,rep2_FOV3
8,3,566,95,0,0.0,0,0.0,0,0,0,rep2_FOV3
9,3,566,95,0,0.0,0,0.0,0,0,0,rep2_FOV3
10,3,566,95,0,0.0,0,0.0,0,0,0,rep2_FOV3
11,3,566,95,0,0.0,0,0.0,0,0,0,rep2_FOV3
12,3,566,95,0,0.0,0,0.0,0,0,0,rep2_FOV3
13,3,566,95,0,0.0,0,0.0,0,0,0,rep2_FOV3
14,3,566,95,0,0.0,0,0.0,0,0,0,rep2_FOV3
15,3,566,95,0,0.0,0,0.0,0,0,0,rep2_FOV3
16,3,566,95,0,0.0,0,0.0,0,0,0,rep2_FOV3
17,3,566,95,0,0.0,0,0.0,0,0,0,rep2_FOV3
18,3,566,95,0,0.0,0,0.0,0,0,0,rep2_FOV3
19,3,566,95,0,0.0,0,0.0,0,0,0,rep2_FOV3
20,3,566,95,0,0.0,0,0.0,0,0,0,rep2_FOV3
0,4,166,155,1,2767.0,6123,93.3718765311122,2,5,1,rep2_FOV3
1,4,166,155,1,2776.0,6123,94.93205944798301,3,5,1,rep2_FOV3
2,4,166,155,1,2756.0,6115,100.38887980376124,2,6,1,rep2_FOV3
3,4,166,155,1,2767.0,6196,100.05148482892189,4,6,1,rep2_FOV3
4,4,166,155,1,2769.0,6202,104.32215414382458,5,7,1,rep2_FOV3
5,4,166,155,1,2740.0,6332,113.16329753632344,2,8,0,rep2_FOV3
6,4,166,155,1,17.0,6328,113.69263590391908,2,6,0,rep2_FOV3
7,4,166,155,1,2779.0,6240,109.22580128205128,2,3,1,rep2_FOV3
8,4,166,155,1,2758.0,6238,106.22026290477717,1,4,0,rep2_FOV3
9,4,166,155,1,2765.0,6160,101.06185064935065,3,3,0,rep2_FOV3
